,Step,Value
222,1501,0.21049137061276885
223,1508,0.20961083384438578
224,1523,0.2085224138390542
225,1524,0.20785011921388258
226,1527,0.20696480642746612
227,1551,0.20645370712464212
228,1552,0.20596712806090287
229,1568,0.2059139799690758
230,1569,0.2050160807500035
231,1578,0.2044381505275034
232,1584,0.20600997270167828
233,1588,0.20570509147062796
234,1597,0.20588342594650913
235,1604,0.20499803831811383
236,1605,0.20437704496857043
237,1610,0.2039751168195133
238,1618,0.2039637163449279
239,1627,0.20310996997458006
240,1632,0.20273423665534265
241,1637,0.20313202910568237
242,1640,0.2024948293425119
243,1645,0.20165595157223656
244,1648,0.20096354129506946
245,1652,0.2001669574362174
246,1660,0.19954381716313085
247,1668,0.19886319671823693
248,1675,0.20038593198668983
249,1682,0.20030079543708915
250,1691,0.20037510194397648
251,1695,0.1998921373156572
252,1696,0.19918355782618746
253,1697,0.19958296970140182
254,1699,0.1989530953203598
255,1702,0.198446648600749
256,1709,0.19803815295272653
257,1718,0.19733439480414472
258,1728,0.19704521584002038
259,1732,0.19688538757481977
260,1734,0.19655828660757518
261,1737,0.19589109819934794
262,1742,0.1952903891433675
263,1745,0.19489509590906648
264,1746,0.1942819030217945
265,1747,0.19447073178114066
266,1766,0.19454120520770646
267,1775,0.19667964165147528
268,1781,0.19607266033193102
269,1788,0.19554020193197308
270,1789,0.19514617689401387
271,1798,0.19476777939719345
272,1805,0.19468121219527765
273,1817,0.1949956205894193
274,1826,0.1944655433417367
275,1830,0.1938807201514846
276,1840,0.19324983349694008
277,1844,0.19270549269203188
278,1849,0.19311318925127094
279,1853,0.1927513869637328
280,1866,0.19236531402482085
281,1869,0.19291189980407622
282,1875,0.19286312688995394
283,1876,0.19227127915325534
284,1877,0.19177767792865769
285,1911,0.19125041497079795
286,1917,0.19443193411167403
287,1924,0.1941525460883238
288,1930,0.1936875803756741
289,1934,0.1931713782544039
290,1936,0.19308646570677176
291,1938,0.19251046199556862
292,1944,0.19198429298570155
293,1947,0.19145747144613048
294,1949,0.19143088735274658
295,1952,0.1916486533821642
296,1967,0.1912498602506993
297,1969,0.19085621887317833
298,1981,0.190748956936983
299,1982,0.1902538149788735
300,1983,0.1900039503495073
301,1997,0.18951458373902208
302,2001,0.18916448674685143
303,2005,0.1895264865844459
304,2013,0.18903660720691254
305,2017,0.18867404244070518
306,2027,0.18868020319748402
307,2030,0.1882648756915595
308,2033,0.1879834778608127
309,2036,0.18754011611498833
310,2041,0.18876839276153867
311,2060,0.1885915588786925
312,2072,0.18875256246233174
313,2073,0.1883978261284618
314,2076,0.18791598823460792
315,2077,0.1875106580775697
316,2079,0.1873997009152426
317,2081,0.18695728425778532
318,2085,0.18667506090005176
319,2089,0.1865878263630502
320,2094,0.1863255282521587
321,2096,0.18607902172459395
322,2111,0.1856347130028561
323,2115,0.18540356615277043
324,2141,0.1852590635281873
325,2144,0.18506960967234168
326,2145,0.18513343492217144
327,2149,0.1852140136645063
328,2151,0.1849444909145711
329,2156,0.184745430567134
330,2165,0.18443283076012
331,2169,0.18495880372731638
332,2173,0.18514663511549687
333,2177,0.18627279938203195
334,2187,0.186004495480571
335,2189,0.18575965223615387
336,2191,0.18560869150906925
337,2192,0.18644457078379717
338,2196,0.18620874361028325
339,2199,0.18596993156197475
340,2207,0.18571410558511553
341,2211,0.18677467399756206
342,2225,0.1866177010976352
343,2229,0.18715949806470614
344,2231,0.18717518254276497
345,2236,0.18677271611648202
346,2237,0.18720733310298754
347,2239,0.1867633176798979
348,2242,0.18642228323950097
349,2244,0.18668565095231593
350,2246,0.18649250873374645
351,2247,0.18614542791173405
352,2254,0.18575173881438203
353,2257,0.18555995043995055
354,2262,0.18530868041675203
355,2281,0.18497389099424946
356,2291,0.18551046193442197
357,2297,0.1851441743863893
358,2303,0.18563784492479762
359,2307,0.1866645681970537
360,2308,0.1863227121611421
361,2319,0.18602455526630784
362,2320,0.1869864095283186
363,2322,0.18666348894246904
364,2335,0.18654040608419498
365,2345,0.18686915169166915
366,2354,0.18665749576091908
367,2371,0.1862873859180915
368,2389,0.18605153675054875
369,2390,0.1858245983680323
370,2392,0.18636866578699135
371,2400,0.1867770717533816
372,2402,0.18724442142078015
373,2406,0.18714708295815677
374,2416,0.18742178794941208
375,2424,0.18708484244092974
376,2425,0.18664088319770183
377,2436,0.18638797680177077
378,2444,0.18892268061771766
379,2450,0.18856366354918613
380,2451,0.18932134242271056
381,2453,0.18964430012002922
382,2455,0.18949586068642835
383,2460,0.1905354665658355
384,2485,0.19006908420886043
385,2486,0.18980360628259463
386,2496,0.18938998883411678
387,2498,0.19003621115909328
388,2502,0.18973574324432047
389,2503,0.18943804729699085
390,2517,0.1890580448480811
391,2523,0.18887555008263868
392,2528,0.1885286167601595
393,2530,0.18816006418735473
394,2532,0.1880377434417341
395,2534,0.18778689014848207
396,2547,0.1881397700040276
397,2551,0.1897459412939068
398,2553,0.19030832638508957
399,2556,0.1900284858035369
400,2565,0.1898896246894308
401,2566,0.19052966800874788
402,2576,0.19286261365848545
403,2578,0.1924951666187309
404,2590,0.19201351282016899
405,2591,0.19165572355556393
406,2592,0.192699311968897
407,2596,0.1926113146198301
408,2600,0.1932809099512352
409,2606,0.19912862023269817
410,2623,0.19851167751571722
411,2629,0.19772504105024571
412,2630,0.19716313024873833
413,2638,0.19690094923127616
414,2644,0.19660202061433785
415,2650,0.1959494953959077
416,2655,0.19840617342403047
417,2678,0.19889131499130955
418,2680,0.19812648347157025
419,2685,0.19768936254742314
420,2690,0.19762913756100045
421,2703,0.19693915863417044
422,2710,0.19757963140514534
423,2725,0.19831204659299098
424,2737,0.19753936501520125
425,2740,0.19727255566474522
426,2746,0.19662261713480286
427,2754,0.19680963479075878
428,2755,0.19612577072703602
429,2756,0.19612903707522492
430,2757,0.19540746627296818
431,2766,0.19482509774477913
432,2789,0.19678226430243576
433,2790,0.1960572786533627
434,2791,0.1953950576737618
435,2798,0.19480309984354896
436,2809,0.19422321085824248
437,2811,0.1938064166024952
438,2823,0.19324405500442035
439,2824,0.19294679571428774
440,2827,0.1929094555328591
441,2829,0.19243605539687333
442,2830,0.19191989245496713
443,2851,0.19160628939131813
444,2859,0.1911941288895786
445,2871,0.19093216415289124
446,2872,0.1917200141583045
447,2880,0.19112658805355537
448,2881,0.1911019540319487
449,2887,0.19085129293099026
450,2890,0.19051396909306054
451,2896,0.19041255877026872
452,2900,0.19185917389716065
453,2917,0.20731457159024583
454,2919,0.20639042691253845
455,2920,0.2110223564751623
456,2921,0.21107466989090742
457,2932,0.2128282149841802
458,2950,0.2121037382946548
459,2967,0.21131116600581515
460,2974,0.21031879198564069
461,2975,0.21000527086607146
462,2978,0.2094048086300893
463,2994,0.20834016474118663
464,2998,0.20727234105895104
465,3003,0.2062799731271825
466,3005,0.20604487932336701
467,3007,0.205071431153666
468,3009,0.20677190422905603
469,3011,0.20684011918218434
470,3015,0.20613035919671882
471,3016,0.20530008312081724
472,3027,0.2050360102771927
473,3030,0.2048471048288769
474,3038,0.20462860247401063
475,3041,0.20394386346979032
476,3042,0.21117617168569663
477,3050,0.21059911395512573
478,3065,0.20954525652647196
479,3069,0.2086652344106778
480,3071,0.20770399035835746
481,3086,0.20668885109760676
482,3099,0.20575354904467857
483,3122,0.20575883267333822
484,3137,0.20487717375313808
485,3138,0.20417492560054393
486,3144,0.20346690674252763
487,3145,0.2029738233902518
488,3150,0.20234253208854425
489,3155,0.20199647992588793
490,3159,0.2013991144381113
491,3161,0.20257245228496795
492,3177,0.20362094135641892
493,3188,0.20314571830572634
494,3195,0.20293964070655454
495,3196,0.2021290462653579
496,3203,0.20221278606739718
497,3206,0.20146694580537527
498,3230,0.200822758511214
499,3233,0.20027002172587757
500,3240,0.19977752769410123
501,3243,0.19892250268327819
502,3244,0.20146047839277983
503,3246,0.20192030215099646
504,3247,0.20188048464646657
505,3267,0.20108573089707257
506,3272,0.2004761336601604
507,3281,0.1997807319303556
508,3283,0.19942931394244492
509,3285,0.19869418275417158
510,3292,0.19810119790154643
511,3305,0.19738026541450004
512,3307,0.19798882521206504
513,3313,0.20332105442570308
514,3321,0.202549902372932
515,3327,0.20208038862174404
516,3328,0.20126468269309172
517,3333,0.20223671504229898
518,3338,0.20152664438103
519,3345,0.2059226009195991
520,3357,0.20813432227201112
521,3361,0.20742265185385078
522,3374,0.20669624988823526
523,3376,0.2058854898115882
524,3378,0.20613862297724053
525,3381,0.20563361545792333
526,3386,0.20616600354418563
527,3403,0.20717429869786005
528,3408,0.20636174171692423
529,3430,0.2067285831654165
530,3433,0.20621119236045402
531,3438,0.2062120974196404
532,3445,0.20547642360705118
533,3449,0.20483155336883965
534,3451,0.20404545747777447
535,3457,0.20319794252344123
536,3458,0.202599864967738
537,3464,0.20247499281870587
538,3471,0.20164790488414472
539,3477,0.20109411250762038
540,3480,0.20058459870239176
541,3486,0.20413203184132
542,3497,0.20403166204608042
543,3499,0.203428180274698
544,3509,0.20246915553645706
545,3512,0.20168777390036335
546,3514,0.20085680288335245
547,3519,0.20003048135685186
548,3535,0.1993427065661463
549,3537,0.1987987957491619
550,3543,0.19821020925668703
551,3547,0.1975633172689864
552,3549,0.1970407954709168
553,3563,0.1963560999967893
554,3575,0.20535019062688561
555,3580,0.20518128373807903
556,3592,0.20527630025593668
557,3593,0.20437935316825856
558,3599,0.2041266036132108
559,3600,0.20347056332481447
560,3614,0.20270530105507004
561,3618,0.20255138878341794
562,3620,0.2016771594799154
563,3622,0.20094557610551794
564,3625,0.2002292598623524
565,3628,0.20039959395648183
566,3645,0.19975799628778737
567,3656,0.19991795957915373
568,3657,0.19948905586177912
569,3663,0.20006090650592576
570,3670,0.20011594242074798
571,3694,0.19945307092812556
572,3700,0.1992808464502818
573,3702,0.19910281260677334
574,3723,0.19965966736857013
575,3726,0.201038615167513
576,3730,0.20162926917248764
577,3731,0.20075750675731302
578,3732,0.20908788408459364
579,3738,0.21008596182205583
580,3741,0.20949512958739416
581,3743,0.20871608140977232
582,3752,0.20807973747747915
583,3759,0.2070936190131548
584,3764,0.20628002699276013
585,3772,0.20687805854297733
586,3776,0.20629411653668803
587,3780,0.20555097887058738
588,3793,0.20685704471446975
589,3795,0.20846467737303565
590,3798,0.20777083691184456
591,3810,0.20691679955448922
592,3814,0.20618237448785454
593,3819,0.2052659865532189
594,3821,0.2044268469966223
595,3831,0.20442605406672365
596,3833,0.20363187105472194
597,3835,0.2028617835030803
598,3848,0.2026542606779879
599,3864,0.20197355183764826
600,3869,0.2013036233425188
601,3876,0.20396417087224325
602,3901,0.20322828905607596
603,3902,0.2082196372743937
604,3903,0.2084450774261619
605,3910,0.20878897581337702
606,3920,0.20783885094897572
607,3928,0.20695461277050645
608,3935,0.20975721319739127
609,3939,0.20982759274146953
610,3950,0.20941509448922546
611,3956,0.21004189752454872
612,3962,0.20902818922881225
613,3980,0.2079545579819479
614,3984,0.20766069178248947
615,3995,0.20712537538901477
616,4000,0.20649501006734433
617,4005,0.205600858205324
618,4009,0.20469245015916426
619,4010,0.20493243677438933
620,4021,0.20419961979115767
621,4022,0.20349531612742294
622,4033,0.20269363440360025
623,4035,0.20513425091149226
624,4036,0.20806026086414747
625,4043,0.20736737351822304
626,4046,0.20669028415267637
627,4047,0.20588902023809608
628,4048,0.2052681607509532
629,4054,0.2047219680984246
630,4076,0.20462675346547188
631,4093,0.20376587987150774
632,4098,0.2028937883053625
633,4099,0.20897594602620162
634,4101,0.21021311944541557
635,4109,0.21111091506205312
636,4167,0.21068280534019151
637,4181,0.21038676517998578
638,4182,0.2109946223545862
639,4193,0.21365098923394862
640,4194,0.21308851037693016
641,4196,0.21229783822562226
642,4198,0.21177197667885359
643,4201,0.21055467172848796
644,4202,0.2098124766866333
645,4204,0.2093102643060343
646,4227,0.2110753000468533
647,4232,0.2107895853254477
648,4235,0.20991898864568428
649,4238,0.20936815517631377
650,4243,0.20874234392102436
651,4254,0.20791627739339363
652,4263,0.2071228460215918
653,4266,0.20629599712094407
654,4267,0.20576720373731575
655,4276,0.20502949840519627
656,4282,0.20470103892304037
657,4298,0.20799354081534915
658,4304,0.20717330833088868
659,4308,0.20701365693096202
660,4317,0.20700897084303316
661,4319,0.20663027742774218
662,4328,0.2056642132449099
663,4332,0.20478319126756261
664,4338,0.20403889425953572
665,4343,0.20335692984174966
666,4349,0.20410180260649718
667,4358,0.2043518028783023
668,4365,0.20352260312195322
669,4369,0.2033824191182946
670,4378,0.20451052522474578
671,4393,0.2037452807480034
672,4400,0.20366581807556333
673,4406,0.20282838298329642
674,4410,0.20288038519379753
675,4411,0.2026298220379836
676,4430,0.20785502043684412
677,4431,0.2081591150937388
678,4433,0.20772076256092664
679,4439,0.20717313978409885
680,4442,0.21929652016057588
681,4469,0.2183684868057586
682,4475,0.21759135124158585
683,4479,0.21656107329433827
684,4482,0.21549138788550812
685,4490,0.2268462845989429
686,4492,0.22529246644097461
687,4509,0.23111330441774539
688,4510,0.23067166903521302
689,4529,0.23099536924415665
690,4530,0.22933450521683194
691,4533,0.227770078170327
692,4540,0.22895697146521718
693,4542,0.22769905033126067
694,4550,0.22770805407132286
695,4552,0.22849195868918318
696,4553,0.22691052204850767
697,4566,0.23145104109705245
698,4568,0.23462503836414086
699,4578,0.23415061658321665
700,4581,0.23243029143572017
701,4592,0.23095882352264857
702,4595,0.2295176656869691
703,4597,0.22798351639636005
704,4599,0.22676116461446927
705,4611,0.2328377008660352
706,4628,0.23248726949005416
707,4643,0.23238153582535254
708,4649,0.23059224400059197
709,4656,0.22896107224057421
710,4664,0.22881051708335698
711,4668,0.22813179465085626
712,4675,0.22651428433133058
713,4676,0.22550824470139066
714,4677,0.22399109728034894
715,4687,0.2230597816519385
716,4708,0.22180005169238032
717,4713,0.2203937390016089
718,4718,0.21899283800156064
719,4724,0.21842301473151382
720,4734,0.2196964821295684
721,4739,0.21914807231568137
722,4745,0.21952021552621093
723,4749,0.2183474755504246
724,4750,0.21728011654391186
725,4758,0.2166594268775945
726,4761,0.21944835042126667
727,4762,0.21812462518862868
728,4764,0.21692488264296983
729,4767,0.22195929833368075
730,4768,0.2207670949936703
731,4769,0.22018331533386018
732,4776,0.21906521424384437
733,4779,0.21836694350652902
734,4780,0.21734360512133316
735,4782,0.2176850351176932
736,4784,0.21640713117416238
737,4787,0.2154822024589375
738,4788,0.21702324808516937
739,4794,0.21631521613261429
740,4800,0.21665879676863584
741,4802,0.21708439525557674
742,4805,0.21576885360790943
743,4825,0.21449249914967214
744,4827,0.213313751985182
745,4833,0.21211680370562652
746,4840,0.21183115799445773
747,4852,0.210790471764624
748,4871,0.20990970081168528
749,4873,0.20898963081733474
750,4889,0.2101082829128147
751,4892,0.20893787374543024
752,4894,0.20818127648306733
753,4895,0.2072749414885753
754,4914,0.20682187277391803
755,4938,0.20709785475070047
756,4941,0.20631778095817946
757,4954,0.21567848001943407
758,4962,0.21631304862885106
759,4970,0.21526067050998554
760,4971,0.21414046695468597
761,4974,0.2129534899260454
762,4976,0.21324817545826402
763,4977,0.21210062000451613
764,4991,0.21166108538438064
765,4999,0.21070272658284922
766,5021,0.20982285221536376
767,5027,0.20993341936890283
768,5030,0.20978431110783577
769,5037,0.2091850353646007
770,5050,0.20862000962366267
771,5052,0.20772744576495278
772,5053,0.2092985483820042
773,5060,0.2083502864105441
774,5078,0.20779590862822778
775,5094,0.20724761003938094
776,5101,0.2078336000081995
777,5106,0.20677691432795353
778,5107,0.20796956077811493
779,5113,0.21076059929477148
780,5126,0.21061172356592833
781,5128,0.21068762684895048
782,5134,0.22285303263348197
783,5137,0.22138597789447753
784,5160,0.2229938012876432
785,5165,0.22269882966901391
786,5178,0.2223100491189435
787,5182,0.2212503814053752
788,5200,0.21980792604321395
789,5208,0.22042219485191752
790,5231,0.21904864806635999
791,5234,0.2179839317143692
792,5235,0.2166944516529381
793,5237,0.21606642998334996
794,5239,0.21496298909384948
795,5240,0.213915251151034
796,5244,0.21288613954650298
797,5262,0.21470381037010788
798,5266,0.21514723858900464
799,5289,0.2139383058313345
800,5302,0.21975993135639446
801,5310,0.21955790432570263
802,5318,0.21979768039593153
803,5329,0.2193311118940536
804,5330,0.218117363407232
805,5345,0.21886518392501506
806,5348,0.21751097879726458
807,5359,0.21688523661334663
808,5360,0.21562639282494625
809,5363,0.21527512958019784
810,5380,0.21455556840279189
811,5384,0.21386641217070812
812,5397,0.21311896960558688
813,5402,0.21321816242741928
814,5404,0.2124479871745967
815,5406,0.2118293736693588
816,5415,0.21107151841927804
817,5420,0.2194694961966997
818,5425,0.2182984765207987
819,5439,0.21693597427517475
820,5440,0.2204817252669195
821,5442,0.22922030078891192
822,5447,0.22774678320524458
823,5475,0.22632486920908723
824,5484,0.22567633124281464
825,5491,0.2292688648055302
826,5495,0.22769762099136429
827,5501,0.22613625170162335
828,5507,0.22551830634057465
829,5512,0.22446579566035743
830,5515,0.22390823670054671
831,5517,0.2237796243995303
832,5532,0.2230214640275444
833,5541,0.2218573287867181
834,5549,0.22131236766311654
835,5559,0.22012720369322303
836,5566,0.21998622398242634
837,5571,0.22509165422295355
838,5573,0.22464290113626492
839,5575,0.22424252338217696
840,5576,0.22284238719071164
841,5585,0.2224168843149903
842,5587,0.2210797588055406
843,5593,0.2217822836013744
844,5605,0.22408191981333314
845,5610,0.22293859944893316
846,5618,0.22980993284546516
847,5620,0.2282644869901012
848,5630,0.22665909090039818
849,5632,0.22533058836338624
850,5647,0.22800276767248465
851,5658,0.2274320331923101
852,5660,0.22632437276654077
853,5664,0.22516958904354456
854,5666,0.22368565467223822
855,5676,0.2259410643720711
856,5679,0.22460567364090894
857,5713,0.22324496404168168
858,5720,0.22173532447043123
859,5723,0.2321833949363183
860,5727,0.23933945114822874
861,5741,0.24401451689378187
862,5752,0.2428619935469684
863,5759,0.24152346355055937
864,5766,0.23948948804404258
865,5776,0.2377089719027213
866,5779,0.23804793074563965
867,5784,0.24368139057327046
868,5789,0.24190514407607236
869,5795,0.24057110143379018
870,5797,0.24135141951077646
871,5807,0.23956924351545317
872,5808,0.24438624737998957
873,5825,0.24520756954858988
874,5828,0.2432500176921322
875,5835,0.24144365176136823
876,5847,0.24286472389852717
877,5859,0.24481674101157136
878,5862,0.2431063148612242
879,5864,0.24110154926538746
880,5871,0.24068889370742583
881,5881,0.23865734474620307
882,5889,0.23855727465381696
883,5891,0.23650484941420247
884,5893,0.2357503964417764
885,5896,0.2342247870785231
886,5898,0.2324955547061674
887,5907,0.23135565809498237
888,5917,0.2426710472621329
889,5918,0.24352842856426893
890,5928,0.24152686649734084
891,5932,0.2397728548324206
892,5933,0.237928579997448
893,5952,0.23691666376752454
894,5957,0.2351734449844988
895,5959,0.23614783736496384
896,5960,0.23436752644401493
897,5963,0.2395535562006945
898,5972,0.23811701645467365
899,5990,0.23697084988103345
900,6010,0.23513487256460244
901,6015,0.23359471958766437
902,6019,0.23270018206003446
903,6020,0.23371826427823345
904,6024,0.23310232079988644
905,6030,0.23146051065588985
906,6031,0.22971222220621315
907,6032,0.22839560764002675
908,6035,0.22682829815082595
909,6038,0.22527382900630116
910,6052,0.2247381148361121
911,6057,0.22329720455102875
912,6060,0.22207462371449788
913,6077,0.22243742428306293
914,6078,0.22112602341457105
915,6082,0.22004482049213392
916,6087,0.2202419173873699
917,6094,0.21943102217574878
918,6103,0.22415395805047633
919,6105,0.22288075171896204
920,6115,0.22524409331739317
921,6121,0.22382789314787138
922,6123,0.22398284185343523
923,6129,0.22233576727783216
924,6131,0.2214176254894972
925,6133,0.22016700740481226
926,6140,0.2193040587126679
927,6145,0.21785677184128785
928,6147,0.21690771470604922
929,6149,0.21678750396486773
930,6157,0.2159664337559217
931,6172,0.21504892603324405
932,6176,0.21427504864224672
933,6181,0.21312907745297932
934,6184,0.21464188860938996
935,6200,0.21847019093110825
936,6210,0.217461912773175
937,6211,0.21642867449997977
938,6213,0.21655832662498037
939,6219,0.21584104016623096
940,6220,0.21498957146124403
941,6225,0.21528438270740669
942,6232,0.21448051291618447
943,6237,0.21331517593869895
944,6240,0.21227426471053798
945,6244,0.21129266300922184
946,6250,0.21120414956894518
947,6263,0.21013417471187681
948,6270,0.2091282205405205
949,6289,0.20874337965430487
950,6309,0.2086243895246757
951,6312,0.21022860386893544
952,6316,0.22519497549286738
953,6317,0.22379156581808135
954,6324,0.22222111808353892
955,6341,0.22071682955103275
956,6352,0.21941123976450178
957,6363,0.21846271078156673
958,6370,0.21753934915811973
959,6376,0.21648106306337614
960,6400,0.21658101667147484
961,6423,0.2155158923913306
962,6432,0.2144146551995907
963,6447,0.21767933151360297
964,6448,0.2223733320181949
965,6455,0.22139954353764904
966,6459,0.22061281428151958
967,6469,0.219602511203074
968,6472,0.21945776059698177
969,6473,0.2181544018490723
970,6483,0.21740327874360013
971,6487,0.2167935604312921
972,6495,0.21551000396835335
973,6496,0.21423948788930275
974,6500,0.21448691613262366
975,6509,0.21423352568864495
976,6510,0.2196914900479856
977,6520,0.21974293632654604
978,6521,0.21892738082674965
979,6522,0.21780722022194715
980,6530,0.21674298995528873
981,6534,0.21642928847663007
982,6535,0.21556004764233117
983,6550,0.2148265538930612
984,6558,0.21404770520626937
985,6571,0.21277834529008127
986,6574,0.21177587608137885
987,6578,0.21130789164893748
988,6580,0.21006916765946937
989,6581,0.2092327458896853
990,6584,0.20890021344299475
991,6587,0.20924568136970492
992,6593,0.2083976670686138
993,6594,0.20836533483655537
994,6603,0.2084873837514587
995,6606,0.20882311042891494
996,6616,0.2082461611260475
997,6621,0.20737882446226608
998,6649,0.20634727294839808
999,6654,0.21227993938994613
